Time(ms),X,Y,Z
386285,-14.77,-4.70,91.06
386388,54.57,44.56,104.61
386490,-101.56,5.37,-59.14
386593,-120.36,-97.35,45.17
386697,30.70,-9.64,-27.40
386800,110.84,17.76,-80.69
386903,12.94,-27.89,47.18
387005,68.97,-0.85,5.25
387108,19.23,31.25,-21.61
387211,-112.06,-48.52,37.05
387314,12.94,-4.33,-1.77
387416,37.78,-1.77,-6.90
387519,-6.23,1.95,-3.23
387622,8.30,-0.12,2.32
387725,-26.79,-4.15,4.39
387828,-71.59,12.27,-16.48
387930,-38.82,1.10,-11.17
388033,-53.96,17.09,-26.49
388136,3.11,2.75,-5.98
388239,43.40,18.68,-0.61
388341,-33.39,-9.89,4.64
388444,-95.64,-28.26,1.16
388547,-45.23,-7.45,-1.71
388650,-17.88,-4.09,-7.87
388753,-46.39,4.76,-4.15
388856,-0.12,31.49,-4.64
388959,-34.73,-12.51,-11.23
389062,-30.58,-54.02,-10.31
389164,-32.78,-22.64,-1.65
389268,-21.61,-22.28,-13.61
389370,70.07,-9.64,-2.20
389472,44.19,-4.27,27.28
389576,37.48,-13.92,24.05
389679,42.85,-14.83,33.39
389781,-10.07,-6.41,-0.43
389885,49.07,-24.60,-10.56
389988,-32.29,-16.91,10.19
390091,-27.53,-9.52,-1.22
390194,23.01,-31.68,8.54
390297,65.55,-44.56,-1.71
390401,50.48,-15.69,8.61
390504,-18.68,-35.34,9.34
390607,-16.17,-6.71,5.37
390709,-29.79,-14.89,11.66
390812,-66.28,-87.77,29.72
390915,-47.06,-107.73,-43.58
391018,-45.41,-48.89,-22.89
391121,-11.05,-3.23,2.38
391224,15.75,-29.48,18.49
391328,24.84,-42.97,18.25
391431,72.94,-12.88,8.54
391534,25.57,5.92,6.10
391637,23.50,-2.32,5.19
391740,-2.44,-12.21,14.40
391843,0.67,10.07,5.37
391945,-13.67,112.61,-73.79
392049,-8.12,178.10,-34.12
392151,40.28,123.29,-32.17
392255,10.56,15.44,1.40
392357,-12.82,-6.16,6.04
392459,4.88,73.67,-5.86
392562,93.32,140.87,-4.82
392665,-33.33,18.55,0.37
392768,-33.45,-62.93,15.26
392871,-46.08,-42.91,-17.76
392974,-54.57,1.34,-0.67
393077,-35.34,9.83,5.62
393180,-0.43,23.80,-7.02
393284,-37.48,-5.86,-4.09
393386,-43.03,-5.13,4.88
393489,-42.72,-8.36,-4.70
393592,-21.61,11.47,-8.85
393694,-21.48,4.21,1.16
393797,-23.74,4.39,-6.65
393900,-12.82,8.73,-10.38
394003,-0.18,10.93,16.48
394106,1.53,5.31,34.55
394209,21.30,-31.49,0.12
394312,19.78,-22.40,12.70
394415,79.28,6.77,16.24
394518,320.56,77.21,32.41
394620,191.28,12.27,-73.91
394723,11.47,24.84,63.48
394826,-25.33,-27.16,-41.14
394929,48.65,8.42,2.62
395031,-17.64,12.88,3.91
395134,-145.08,24.78,22.95
395237,-225.28,-20.63,-25.82
395340,-23.44,-8.54,-5.92
395443,-18.49,2.01,6.10
395546,-11.60,1.10,8.18
395649,-3.11,-38.88,30.27
395752,72.33,2.44,-14.89
395854,68.48,30.76,5.80
395957,-34.30,25.09,-36.25
396060,-56.15,-26.00,-10.31
396163,-61.77,-5.55,-41.20
396266,-1.40,-0.98,-19.17
396369,-39.98,-23.13,-27.40
396471,-37.48,8.30,14.10
396575,-27.28,19.41,-6.59
396678,-0.73,-10.68,-8.30
396781,-43.33,-23.86,-4.94
396884,6.23,-0.43,-9.95
396987,-6.90,-4.46,-16.36
397090,22.28,18.37,-2.14
397192,-1.59,19.04,2.08
397295,16.72,39.73,11.90
397397,3.78,10.99,0.06
397500,21.06,21.97,-6.29
397603,24.17,6.47,-1.40
397705,16.78,14.22,0.98
397808,-125.24,-44.80,-10.44
397911,22.77,-10.19,1.83
398014,85.88,-18.13,8.12
398118,-71.41,-51.76,-28.50
398220,11.90,-5.31,-2.50
398324,6.90,-10.86,-2.75
398426,-47.61,-19.90,13.18
398529,-68.36,-95.21,39.79
398632,-100.83,-73.49,22.46
398735,-100.83,-83.56,81.36
398838,-120.36,-74.22,99.79
398941,-75.74,-57.07,-72.08
399044,-0.18,-32.17,-20.14
399148,-18.68,-84.23,26.79
399251,34.30,-10.13,-37.66
399353,-40.28,-67.50,32.65
399456,12.57,-10.68,-1.71
399559,-99.79,34.91,-14.95
399662,66.04,43.21,-67.75
399764,28.38,21.06,-8.54
399868,2.87,28.87,-28.69
399971,98.33,16.66,-218.32
400074,-163.45,47.67,-62.62
400177,-267.58,90.76,49.44
400280,-327.27,2.14,-10.19
400383,-340.76,-47.73,-18.07
400487,793.27,38.51,29.79
400589,226.87,-72.27,-25.27
400693,-1080.32,-43.09,-53.04
400796,-441.04,-56.40,-30.52
400899,999.51,145.20,52.00
401002,264.22,46.26,-19.84
401105,-857.36,-16.97,-5.55
401209,-230.29,-19.59,-164.12
401312,789.31,47.49,142.64
401414,-55.66,17.70,-25.39
401517,-629.15,-50.05,47.12
401620,802.73,141.42,-78.12
401723,275.51,-2.69,-76.42
401826,-1213.13,-116.58,5.31
401929,350.46,158.08,-78.74
402032,435.61,-8.06,21.61
402135,-1037.90,-6.71,-27.34
402239,100.71,120.00,-33.45
402342,919.31,125.06,72.57
402444,-247.62,15.50,-18.74
402548,-129.64,-2.20,54.81
402650,1050.54,110.90,-32.53
402754,-1.10,18.07,-23.01
402856,-563.23,-80.87,-49.44
402959,452.88,110.66,-77.88
403062,174.99,14.89,-8.85
403165,-1242.92,-205.63,-177.92
403268,287.35,109.37,-92.10
403371,467.53,14.47,233.64
403474,-1978.94,-200.38,-155.94
403577,260.31,108.03,-69.27
403680,789.25,75.99,392.64
403783,-827.88,-52.49,-174.87
403885,9.03,-165.53,62.74
403989,1508.85,203.55,-39.25
404091,-78.67,15.08,-42.79
404195,-636.29,-206.42,118.29
404298,538.76,207.70,-112.00
404400,327.76,-6.84,97.23
404502,-1930.97,-311.95,-150.15
404605,419.37,141.24,-100.65
404708,212.22,-51.45,29.30
404810,-266.60,92.83,271.06
404912,529.30,354.80,446.41
405015,75.62,-86.85,114.32
405118,-108.89,-554.50,59.57
405221,-5.37,91.61,36.07
405324,266.91,840.03,48.58
405426,45.84,-763.55,372.80
405530,30.94,828.49,-299.44
405633,-13.00,-496.83,415.77
405735,-83.31,632.81,-367.98
405838,216.67,-267.82,337.16
405942,-210.08,321.72,-189.82
406045,30.09,23.50,89.72
406147,-125.67,498.05,-140.75
406250,125.06,-128.30,-87.95
406353,-83.92,662.54,-244.75
406456,132.02,-448.24,355.16
406559,144.23,934.57,-357.12
406663,228.52,-869.63,278.50
406766,-240.84,641.05,-240.36
406869,242.92,-1134.83,-51.03
406972,-129.21,-169.98,203.19
407075,196.17,946.04,-35.28
407178,68.60,-365.60,462.40
407281,215.45,530.15,508.73
407384,-84.78,-521.00,182.80
407486,-450.01,814.94,284.85
407589,-136.66,-603.52,15.69
407692,-51.09,1034.48,157.10
407795,-623.60,-894.23,-948.67
407898,477.23,1437.99,1207.46
408001,148.99,-572.20,555.05
408104,287.66,433.11,75.07
408206,-684.33,174.93,127.87
408309,803.77,1126.53,-431.34
408413,-245.85,403.69,858.52
408515,-869.38,-830.14,-259.52
408618,694.76,630.07,-784.42
408721,-366.94,-611.15,664.67
408824,1001.10,1488.22,-509.58
408927,-202.70,442.99,1202.15
409029,724.55,498.60,-1963.50
409132,-560.91,-343.44,1010.44
409234,604.19,785.28,-1565.67
409337,-780.52,-603.82,-58.29
409440,-179.14,-104.06,734.56
409542,-606.26,-120.24,-509.95
409645,-401.73,-410.71,1546.08
409748,-498.60,557.01,-613.65
409851,-344.73,-364.01,1398.86
409954,-40.95,-247.31,-353.64
410057,101.01,349.79,232.24
410160,-98.51,-2.08,304.02
410263,49.19,91.13,205.99
410366,-5.49,-154.36,-20.02
410469,8.73,-320.37,-565.80
410571,-24.29,686.28,338.50
410674,695.07,-227.72,-740.48
410776,-58.35,-5.68,317.08
410879,66.16,379.03,240.05
410982,-170.65,561.83,27.71
411085,80.63,-1258.85,400.27
411189,-65.19,908.57,-47.36
411292,25.63,-1524.41,161.93
411395,-126.16,1050.60,-171.87
411498,-220.09,-1327.21,222.72
411601,10.38,1669.80,36.50
411704,-143.13,175.90,-42.30
411807,-242.00,-92.41,-63.60
411910,52.80,927.31,-372.80
412012,317.81,-1693.24,-318.30
412116,-219.73,1076.11,-116.94
412219,-134.95,-880.98,143.37
412322,-306.52,150.57,433.35
412426,7.51,702.33,-325.56
412529,93.69,-797.12,-411.50
412632,42.79,993.35,-428.71
412735,308.23,-1675.23,-312.68
412838,-2.56,1215.39,-305.48
412940,223.63,-1422.06,75.93
413044,-397.64,835.33,338.13
413147,-22.77,-501.22,109.74
413250,-374.82,759.34,527.89
413353,37.96,764.47,-210.21
413456,-180.48,-543.64,-248.29
413559,15.81,1151.31,-304.08
413661,56.64,-1366.39,-403.38
413765,-104.68,987.43,15.38
413868,57.56,-1137.27,-275.02
413971,-80.32,888.92,161.07
414074,11.54,-970.58,-228.70
414177,-267.40,894.41,499.69
414280,-68.12,-702.51,-5.62
414383,-261.05,489.14,649.84
414486,-139.83,-714.48,-124.57
414588,-163.21,396.42,600.89
414691,-71.78,-733.89,-97.35
414793,-198.79,706.60,675.29
414896,59.63,-636.54,-61.28
414999,-166.63,975.59,476.38
415102,21.18,-938.48,-190.12
415205,47.85,539.12,97.23
415307,146.91,-766.54,-462.83
415410,-93.51,423.95,-85.57
415513,162.41,-98.45,72.57
415616,-105.53,-285.71,-69.46
415719,-122.86,846.92,356.51
415822,-121.70,-510.62,-23.93
415925,-239.07,959.66,443.73
416028,-250.43,-1137.45,74.89
416130,-175.35,1204.77,211.67
416233,-193.05,-1167.97,71.66
416337,1.53,1339.29,88.99
416440,-349.79,-1558.96,158.08
416542,-126.10,1536.13,-36.87
416644,-141.91,-997.50,164.92
416747,-61.58,1340.88,111.63
416849,-80.44,-761.96,86.98
416952,-59.63,1116.94,144.47
417055,-40.71,-863.40,152.16
417157,-32.84,932.56,11.60
417260,67.20,-986.76,166.93
417364,-61.34,67.50,-59.88
417467,530.21,927.92,26.43
417569,52.73,-465.27,405.15
417672,-847.11,-535.34,-27.47
417775,703.06,969.06,-206.60
417878,-592.16,-925.54,350.10
417981,125.43,734.13,-38.88
418084,103.09,26.67,-150.39
418187,90.82,-241.82,102.72
418290,-269.53,-332.82,-118.53
418394,-94.48,-192.14,151.86
418497,-84.59,-299.50,-81.97
418600,-16.48,458.19,240.78
418704,34.55,-279.11,-266.11
418806,119.87,69.21,-16.36
418909,-1.46,-40.16,82.46
419012,143.49,203.25,224.67
419115,98.33,-141.48,-88.99
419219,57.74,-8.54,-18.13
419322,-107.73,297.97,7.20
419425,24.72,14.59,82.21
419527,-88.87,-539.37,-43.40
419629,-68.73,169.19,-25.02
419732,-67.44,-259.22,54.99
419835,25.82,-131.77,74.10
419938,-55.42,638.79,-13.24
420041,169.01,-290.71,59.02
420144,-15.26,285.83,-111.27
420247,-81.97,622.62,-78.61
420350,155.46,-363.22,94.97
420453,-4.03,313.42,-157.71
420555,-70.50,300.48,-73.36
420658,97.90,-255.98,53.04
420761,-108.70,-36.01,60.00
420864,-170.96,592.35,83.80
420967,167.05,-314.58,171.94
421070,-36.44,389.04,-126.53
421173,90.27,-538.21,-47.73
421277,67.50,-134.64,80.08
421379,-0.55,324.83,60.24
421482,119.93,-705.69,-137.76
421585,-208.31,-210.51,66.77
421687,-143.25,984.19,-58.53
421790,166.08,-267.15,2.75
421892,4.15,55.85,8.91
421995,27.53,-255.62,-18.68
422098,84.23,-231.93,102.60
422200,59.81,604.86,-121.34
422303,111.08,-401.67,-0.73
422406,-76.48,-67.57,44.01
422510,-128.72,650.39,-154.24
422612,165.77,-493.16,-58.11
422715,-75.32,-102.97,62.07
422818,-85.45,718.87,-218.02
422921,107.18,-448.55,122.19
423024,-69.76,-141.66,90.76
423127,-257.45,877.93,-363.83
423230,104.61,-277.59,272.71
423333,-178.53,292.24,-242.92
423436,235.11,-876.10,370.00
423539,-219.73,35.64,7.45
423642,-426.27,842.77,-41.69
423745,-305.97,-425.78,84.17
423848,-23.74,522.58,-217.83
423951,36.56,-549.80,173.28
424053,-50.35,473.88,-273.01
424156,504.21,192.14,221.07
424259,-103.21,-337.89,276.37
424362,-117.68,651.61,-188.90
424465,-197.81,-442.50,590.15
424568,-444.09,-308.41,-19.59
424671,193.18,1331.36,-105.22
424773,-48.46,-841.74,315.80
424876,-84.05,370.48,-243.71
424979,709.29,435.06,-298.71
425083,-331.36,-675.66,438.42
425186,8.48,631.53,-151.79
425289,-23.13,-564.03,180.18
425393,-6.41,-190.98,214.90
425496,-65.25,460.69,-185.42
425598,-42.79,-403.20,401.31
425702,-150.51,-181.40,72.57
425805,-109.86,366.09,-104.74
425908,43.27,-451.72,156.86
426011,-330.02,-273.07,129.33
426114,21.12,774.66,-136.41
426217,63.72,-742.80,381.96
426320,-126.65,-169.19,136.17
426423,406.13,1230.65,-533.02
426527,-154.48,-512.02,1042.85
426630,-59.81,489.14,-273.50
426733,7.08,69.15,-373.35
426836,-717.77,-656.74,675.05
426939,137.33,1031.56,-442.38
427042,-267.52,-41.81,797.67
427145,-914.18,-518.62,-349.98
427248,524.72,1419.43,-380.62
427351,-377.38,-398.25,803.34
427454,-673.46,-304.08,-393.55
427558,184.57,313.78,-134.16
427661,-323.24,-531.80,338.93
427764,53.89,588.32,-53.34
427867,244.02,-142.03,-89.17
427970,256.59,-141.36,-110.84
428072,11.84,129.33,53.59
428175,192.87,290.22,-276.06
428278,42.18,23.86,58.84
428381,17.46,-54.63,89.54
428484,-366.88,124.69,104.92
428587,-113.77,-59.20,59.20
428689,-9.52,-175.23,-199.77
428792,-15.87,422.42,16.66
428895,132.75,-636.60,-219.97
428998,33.02,-68.91,-19.23
429101,-225.16,609.50,-164.49
429204,236.21,-410.64,197.08
429307,-112.49,425.35,-269.53
429411,308.11,-660.03,7.08
429514,-100.10,-143.98,26.79
429616,-221.56,389.22,63.60
429719,221.37,-250.06,328.19
429822,-95.64,252.99,-296.81
429924,-239.14,274.78,-63.11
430027,251.59,-344.18,258.18
430129,-155.15,357.67,-252.38
430233,39.92,-735.72,235.78
430335,-37.17,-176.03,161.68
430438,-140.38,694.27,-309.20
430542,244.81,-413.51,375.18
430645,5.13,385.80,-295.35
430748,121.34,-707.95,82.95
430851,60.06,-43.15,44.74
430954,41.20,596.37,29.24
431057,44.80,-313.60,-26.55
431159,-107.91,-40.83,43.15
431263,-261.72,75.62,127.08
431366,45.65,-99.73,-115.23
431469,11.35,52.98,31.13
431573,-80.14,468.57,184.57
431675,94.67,-228.70,-214.97
431777,-124.82,72.02,73.36
431880,-72.39,-122.31,85.45
431983,70.25,-191.89,-109.92
432086,2.62,181.52,72.69
432189,-159.42,-283.51,103.39
432292,-34.73,-149.35,-102.97
432396,-32.17,154.48,0.49
432498,-88.44,20.39,281.62
432601,-33.20,-210.02,-333.62
432704,153.26,14.53,37.54
432807,-507.57,407.23,137.15
432910,104.43,-275.94,-45.29
433013,19.10,452.58,50.54
433115,-309.33,-160.46,208.37
433219,148.74,-174.80,-156.74
433322,-22.52,85.27,90.70
433425,-108.83,-200.74,-74.28
433528,69.21,-136.96,-46.88
433632,30.21,157.23,98.39
433734,-200.01,-36.32,108.46
433837,96.37,-140.62,-179.69
433939,32.96,315.12,124.33
434042,-24.90,-304.50,-163.02
434145,-36.99,-155.27,40.10
434247,222.11,461.98,-51.39
434350,43.40,-107.73,-12.94
434453,51.88,-72.57,18.31
434556,59.75,117.13,27.04
434659,-158.33,-59.81,-7.20
434762,78.80,-152.04,-76.97
434865,125.98,236.82,4.64
434968,-44.01,-180.97,15.81
435071,108.34,-184.75,82.58
435174,-24.54,166.75,-73.24
435276,-148.74,246.58,-56.34
435379,133.61,-173.28,41.56
435482,-40.16,112.55,-43.52
435586,35.22,113.65,-45.72
435688,61.83,-188.29,77.94
435790,-36.74,224.06,-33.02
435893,-83.86,-483.03,125.67
435996,26.92,-160.34,20.75
436099,146.42,390.81,-236.08
436202,-1.10,-358.52,132.63
436305,8.12,-31.92,12.45
436408,62.32,345.83,-117.25
436511,2.20,-422.79,-24.66
436614,-24.29,82.15,-45.59
436718,-643.55,166.20,-66.47
436821,53.89,-254.33,132.63
436924,25.21,446.47,-241.82
437026,219.36,-378.48,113.65
437129,1.59,135.50,-285.64
437232,-224.85,-257.20,204.96
437336,-16.48,-29.42,28.38
437439,-334.84,345.03,-52.73
437541,188.54,-78.67,105.35
437643,-77.76,70.86,-133.30
437746,-205.20,0.61,-32.53
437848,196.84,-179.87,196.90
437951,-14.53,272.03,-294.62
438053,48.52,-593.38,207.40
438156,-11.17,-50.35,120.30
438259,7.45,585.21,-322.33
438362,115.05,-163.39,124.27
438465,-60.00,93.87,30.70
438569,-473.39,459.59,-123.05
438672,179.32,-260.25,102.91
438774,38.94,332.15,-204.77
438877,-38.21,-507.87,139.77
438980,22.22,-207.58,24.60
439083,12.39,256.84,-143.74
439186,139.71,-147.64,124.45
439289,52.31,-147.71,45.53
439392,-12.45,421.20,-172.97
439495,-10.56,-200.93,296.69
439599,-44.98,-67.93,-91.61
439702,-203.86,606.08,-159.24
439805,8.48,-232.85,20.81
439908,-237.12,-25.39,27.83
440011,116.15,65.92,204.10
440114,-102.60,-283.02,32.78
440218,-185.49,290.65,-111.82
440321,154.36,-462.10,259.83
440423,-211.24,-87.04,-1.16
440527,-336.12,50.96,272.95
440630,94.73,-172.91,-70.62
440732,-35.16,-231.51,-116.09
440835,60.06,14.04,-5.07
440938,10.86,58.23,-68.36
441041,3.78,50.78,-61.95
441143,218.38,145.69,-26.49
441246,24.60,69.03,85.88
441349,21.24,29.24,23.80
441453,0.12,9.09,-25.45
441556,25.45,74.34,-107.60
441659,-11.96,112.92,18.37
441761,-5.25,64.21,74.34
441864,-16.85,-15.56,44.43
441967,194.03,-114.69,-75.74
442069,-55.73,161.13,92.83
442172,28.63,-15.75,32.35
442275,60.55,-40.47,2.75
442377,-0.98,-0.37,9.46
442481,17.40,5.49,5.80
442584,6.29,3.23,0.43
442687,3.78,21.00,4.39
442789,9.28,20.32,6.04
442891,-1.83,5.49,9.83
442994,1.40,0.43,0.18
443097,4.27,4.21,0.55
443199,-0.43,1.77,4.52
443303,0.85,2.38,1.71
443405,0.55,0.61,1.10
443508,0.31,2.14,3.11
443611,-0.49,4.94,3.05
443714,0.24,0.55,-0.12
443817,0.79,-0.24,0.92
443919,1.10,1.10,0.67
444022,0.73,0.18,0.98
444125,0.79,0.55,1.10
444228,0.73,-0.43,1.53
444331,0.18,-1.04,0.18
444434,0.98,-0.61,-0.37
444537,0.31,1.04,3.17
444639,-0.06,-0.37,0.85
444742,0.43,-0.49,-0.18
444844,1.16,0.85,0.67
444947,0.24,0.31,0.18
445050,1.10,0.24,0.73
445153,0.67,0.06,0.79
445255,0.12,-0.12,0.92
445358,0.79,0.24,1.16
445461,0.61,0.67,1.34
445564,0.00,0.79,2.56
445667,-0.37,0.43,2.75
445770,0.18,1.04,2.20
445873,-0.61,0.55,3.05
445976,-0.43,0.12,1.34
446079,0.73,0.61,0.79
446182,256.47,-123.72,-152.59
446285,20.02,-29.66,2.75
446388,-16.85,-9.58,5.25
446492,-74.04,46.26,80.38
446595,-33.02,35.52,66.41
446698,2.50,57.19,21.06
446800,5.92,-23.01,-14.40
446902,0.18,-24.41,-0.92
447006,-4.70,-4.58,-3.17
447109,0.79,5.68,-4.15
447212,13.18,-0.73,15.93
447315,24.35,-12.33,17.46
447419,14.71,-13.79,0.37
447522,72.88,-21.00,37.29
447625,-11.84,5.80,16.72
447728,-3.91,-3.72,2.01
447830,-1.40,37.72,8.91
447933,12.02,8.06,-1.77
448036,26.43,-13.06,-11.41
448138,1.10,22.03,2.62
448241,0.61,-5.74,-5.25
448344,0.73,4.09,-0.12
448447,1.22,2.38,1.89
448550,5.98,3.72,0.79
448652,11.54,6.96,-26.12
448755,15.14,0.61,-18.86
448859,-1.10,5.25,-23.80
448962,-20.94,18.01,-14.89
449065,-4.76,-0.06,-49.56
449168,11.29,-46.69,-31.01
449271,-47.55,-43.58,-7.93
449374,-21.55,-11.84,21.67
449477,-42.18,-15.93,-6.23
449580,-67.44,-84.35,-11.60
449683,-4.46,-20.08,11.72
449786,-66.65,-130.07,-1.04
449888,24.48,24.72,14.77
449991,29.54,-21.97,4.88
450093,3.23,-54.14,-7.81
450196,25.45,-6.90,14.65
450299,22.83,-5.31,-5.00
450401,14.10,-2.75,-4.94
450504,11.29,-6.90,-7.75
450607,15.01,-23.99,-15.44
450710,52.98,55.05,1.65
450812,17.09,11.60,0.92
450914,4.64,-8.85,-1.59
451018,-1.59,-19.84,-15.56
451121,8.61,-8.91,-1.46
451224,11.29,-0.24,0.43
451327,14.04,-2.75,-19.65
451430,23.93,-4.03,5.13
451533,23.01,-11.11,-3.17
451636,9.77,-5.92,-1.46
451738,-0.24,15.08,6.16
451842,-2.01,-0.06,-2.93
451945,-3.91,0.92,-1.71
452048,-3.42,1.40,0.31
452151,-0.24,0.55,4.52
452253,-0.31,-0.49,4.33
452356,-1.04,-1.16,3.30
452459,-1.10,-3.42,6.29
452562,51.57,-24.11,13.31
452665,25.76,-3.36,2.50
452768,30.64,0.31,2.62
452870,13.85,0.31,4.27
452972,1.53,-2.26,3.11
453075,2.44,1.65,3.17
453178,3.72,0.98,1.65
453281,1.83,1.34,2.08
453383,0.24,-0.85,-0.43
453486,1.34,2.75,0.85
453589,-1.34,-1.10,-0.12
453693,-1.16,-0.43,1.28
453796,-2.08,3.23,2.26
453898,-2.62,1.10,0.67
454001,-1.46,-0.49,0.18
454104,-0.92,1.04,0.73
454207,-1.34,-1.04,-1.22
454310,-3.30,0.67,0.06
454413,-1.77,1.46,-1.28
454516,-5.68,-0.85,-3.05
454619,-0.73,-0.92,-0.06
454721,1.53,2.20,-0.18
454825,0.98,3.60,-0.85
454927,-1.71,3.91,-1.89
455030,-1.59,2.75,-1.46
455133,-2.62,4.58,0.37
455236,-1.83,3.11,-0.73
455339,-1.95,2.32,-0.79
455442,-1.10,2.20,0.55
455545,0.37,0.73,1.28
455648,-0.79,1.83,2.32
455751,-0.24,0.61,0.18
455853,-0.73,1.28,1.04
455955,4.76,2.87,9.40
456058,-0.92,-0.18,0.61
456161,-0.79,-0.12,1.71
456264,-3.78,3.17,3.78
456367,-26.18,-13.00,6.23
456470,-54.38,-8.24,25.51
456573,-11.84,-1.34,-4.09
456676,-1.34,9.16,-16.30
456780,5.25,18.92,-12.45
456882,-30.82,-15.44,0.61
456984,-50.84,-31.56,21.48
457088,-44.80,-77.27,29.91
457190,-46.45,-50.35,49.32
457293,-6.84,-7.63,36.99
457396,-3.05,16.24,24.54
457499,-2.99,-8.00,5.19
457602,-14.22,5.31,8.00
457705,-1.16,0.85,7.93
457808,-1.77,0.24,-1.34
457912,-10.01,-4.70,-1.59
458015,-3.78,-5.68,5.49
458118,-25.51,-7.08,-1.40
458221,-8.85,-4.70,10.44
458324,4.64,-3.48,-1.46
458427,-7.08,-2.14,-10.07
458530,-8.00,-3.23,-5.80
458633,-2.62,-0.18,-0.79
458736,-2.93,-10.01,-8.61
458839,0.00,-27.04,-0.43
458942,-15.69,-63.60,-9.70
459044,-0.18,-12.02,-6.53
459147,-20.20,-40.89,-0.85
459250,1.28,-45.35,140.32
459353,16.72,-21.85,230.16
459456,-42.30,-75.81,-60.55
459559,6.96,14.95,17.40
459662,-7.51,-10.86,-0.12
459765,3.17,2.14,-1.59
459868,-6.04,-9.83,1.89
459970,3.30,4.33,-0.49
460073,-4.58,-4.21,106.45
460176,52.06,-6.47,100.10
460279,-70.68,91.19,-53.53
460382,16.36,57.68,-26.79
460485,43.64,68.05,-162.29
460588,101.75,133.97,-12.33
460691,-10.62,19.41,-66.28
460794,35.58,19.59,-24.72
460897,82.40,56.21,-33.81
461000,20.45,-26.31,-44.62
461103,82.89,38.33,-26.61
461206,113.89,28.50,-50.96
461309,18.13,52.67,40.95
461411,41.81,36.74,34.00
461514,-57.62,-53.65,-68.60
461618,-25.88,5.80,-11.66
461721,-17.33,0.79,10.31
461824,-31.43,0.18,-11.23
461926,-19.59,45.53,47.18
462028,-37.66,-8.24,-5.55
462132,19.90,9.34,-10.99
462235,9.22,6.10,0.92
462338,16.24,4.94,3.36
462441,-9.46,6.16,9.46
462544,4.76,9.77,12.21
462647,3.60,1.71,1.46
462750,5.37,7.87,6.04
462853,12.15,7.81,3.60
462955,7.32,7.69,6.90
463057,3.97,6.10,5.19
463160,4.33,5.92,5.37
463263,3.48,6.71,4.39
463365,-1.10,3.05,3.36
463468,-7.51,0.55,6.10
463571,0.06,-1.28,0.85
463675,27.59,-0.49,-13.00
463778,48.10,3.36,-9.09
463881,59.63,6.04,-0.92
463984,36.38,2.69,0.43
464087,69.15,6.90,-4.82
464190,-29.05,12.45,15.01
464292,-4.33,0.18,-0.73
464395,-2.62,-3.78,0.43
464498,-1.10,-3.97,5.19
464602,-2.50,1.83,9.89
464705,2.87,-10.38,6.84
464808,19.96,4.03,-1.53
464910,10.07,12.02,2.50
465013,7.63,-1.04,-2.44
465115,-4.52,-8.97,-15.20
465219,9.34,-15.50,-7.08
465322,15.14,-11.90,-8.24
465425,-23.01,-25.39,-5.00
465529,-8.00,6.77,2.87
465632,-17.21,1.40,15.38
465735,-4.82,-4.88,22.95
465838,-15.93,4.46,13.79
465940,-19.41,-20.39,-3.48
466043,-28.63,-25.63,-1.16
466146,-9.22,-7.63,3.91
466248,-22.46,-8.61,-0.24
466351,-8.30,-7.14,-6.16
466454,-1.71,-1.46,0.00
466557,0.55,0.49,-1.16
466660,0.43,-1.65,-3.17
466763,-0.31,-4.94,-7.08
466867,-0.67,-2.69,-5.68
466970,-0.49,-1.59,-3.36
467073,-2.75,-0.37,-2.69
467177,1.10,-0.12,-2.56
467280,1.10,0.67,-2.81
467383,-7.75,2.14,-4.52
467486,-0.24,-0.79,-1.77
467589,-0.55,0.24,-1.83
467692,0.31,-0.73,-3.66
467794,-0.43,0.55,-1.10
467897,-0.61,-0.73,-2.87
468000,-1.28,-0.31,1.04
468102,-2.20,1.22,3.36
468205,-1.04,-0.67,0.73
468308,0.06,0.31,0.49
468410,1.83,4.15,3.11
468513,-6.04,2.01,8.85
468617,-21.48,-2.62,8.30
468720,-27.28,-0.24,10.19
468823,-30.52,-6.53,4.27
468926,-10.62,1.65,0.18
469028,8.91,0.06,-0.55
469131,-0.55,-0.43,5.25
469234,1.10,-11.29,-3.17
469336,10.68,-6.59,1.16
469439,-1.28,-8.67,-0.37
469542,-0.55,-4.76,0.31
469645,-0.06,1.10,-1.95
469748,18.19,14.22,-2.20
469851,27.47,33.14,0.37
469954,15.99,13.61,-4.76
470057,10.38,-70.37,4.76
470160,-39.31,51.70,30.88
470263,53.83,-23.74,20.94
470366,-51.70,-32.96,10.01
470469,-12.33,-3.72,18.86
470572,4.76,19.90,10.74
470675,1.28,27.16,32.04
470778,10.13,-2.01,3.05
470881,-7.39,-1.83,-10.19
470984,5.49,-22.64,1.04
471086,4.27,-20.81,-18.92
471188,15.63,-5.68,3.72
471291,14.04,-14.47,-2.69
471393,-5.55,-11.96,0.31
471496,88.44,6.84,8.61
471599,10.74,-34.97,-1.28
471702,-19.65,-4.03,-1.04
471805,23.07,-2.87,-8.54
471908,5.98,-3.48,-2.56
472010,32.41,4.52,-4.76
472113,-32.17,-4.21,8.67
472215,-1.34,-4.52,16.85
472318,1.16,-1.77,5.43
472420,44.74,-8.42,26.67
472524,-1.04,8.85,15.08
472627,-2.01,8.36,5.49
472730,7.02,-0.55,-4.03
472832,37.48,0.37,-0.55
472935,0.92,-1.40,4.46
473038,-0.31,-6.53,5.80
