timestamp,accelX,accelY,accelZ
2025-02-17 12:12:17,0.09,-0.26,0.97
2025-02-17 12:12:17,0.09,-0.26,0.97
2025-02-17 12:12:17,0.09,-0.26,0.97
2025-02-17 12:12:17,0.09,-0.26,0.97
2025-02-17 12:12:17,0.09,-0.26,0.97
2025-02-17 12:12:17,0.09,-0.26,0.97
2025-02-17 12:12:17,0.09,-0.26,0.97
2025-02-17 12:12:18,0.09,-0.26,0.97
2025-02-17 12:12:18,0.09,-0.26,0.97
2025-02-17 12:12:18,0.09,-0.26,0.97
2025-02-17 12:12:18,0.09,-0.26,0.97
2025-02-17 12:12:18,0.09,-0.26,0.97
2025-02-17 12:12:18,0.09,-0.26,0.97
2025-02-17 12:12:18,0.09,-0.26,0.97
2025-02-17 12:12:18,0.09,-0.26,0.97
2025-02-17 12:12:18,0.09,-0.26,0.97
2025-02-17 12:12:19,0.09,-0.26,0.97
2025-02-17 12:12:19,0.09,-0.26,0.97
2025-02-17 12:12:19,0.09,-0.26,0.97
2025-02-17 12:12:19,0.09,-0.26,0.97
2025-02-17 12:12:19,0.09,-0.26,0.97
2025-02-17 12:12:19,0.09,-0.26,0.97
2025-02-17 12:12:19,0.09,-0.26,0.97
2025-02-17 12:12:19,0.09,-0.26,0.97
2025-02-17 12:12:19,0.09,-0.26,0.97
2025-02-17 12:12:19,0.09,-0.26,0.97
2025-02-17 12:12:20,0.09,-0.26,0.98
2025-02-17 12:12:20,0.09,-0.26,0.97
2025-02-17 12:12:20,0.09,-0.26,0.97
2025-02-17 12:12:20,0.09,-0.26,0.97
2025-02-17 12:12:20,0.09,-0.26,0.97
2025-02-17 12:12:20,0.09,-0.26,0.97
2025-02-17 12:12:20,0.09,-0.26,0.97
2025-02-17 12:12:20,0.09,-0.26,0.97
2025-02-17 12:12:20,0.09,-0.26,0.97
2025-02-17 12:12:20,0.09,-0.26,0.97
2025-02-17 12:12:21,0.09,-0.26,0.97
2025-02-17 12:12:21,0.09,-0.26,0.97
2025-02-17 12:12:21,0.09,-0.26,0.97
2025-02-17 12:12:21,0.09,-0.26,0.97
2025-02-17 12:12:21,0.09,-0.26,0.97
2025-02-17 12:12:21,0.09,-0.26,0.98
2025-02-17 12:12:21,0.09,-0.26,0.97
2025-02-17 12:12:21,0.09,-0.26,0.97
2025-02-17 12:12:21,0.09,-0.26,0.97
2025-02-17 12:12:22,0.09,-0.26,0.97
2025-02-17 12:12:22,0.09,-0.26,0.97
2025-02-17 12:12:22,0.09,-0.26,0.97
2025-02-17 12:12:22,0.09,-0.26,0.97
2025-02-17 12:12:22,0.09,-0.26,0.97
2025-02-17 12:12:22,0.09,-0.26,0.97
2025-02-17 12:12:22,0.09,-0.26,0.97
2025-02-17 12:12:22,0.09,-0.26,0.97
2025-02-17 12:12:22,0.09,-0.26,0.97
2025-02-17 12:12:22,0.09,-0.26,0.97
2025-02-17 12:12:23,0.09,-0.26,0.97
2025-02-17 12:12:23,0.09,-0.26,0.97
2025-02-17 12:12:23,0.09,-0.26,0.97
2025-02-17 12:12:23,0.09,-0.26,0.97
2025-02-17 12:12:23,0.09,-0.26,0.97
2025-02-17 12:12:23,0.09,-0.26,0.97
2025-02-17 12:12:23,0.09,-0.26,0.97
2025-02-17 12:12:23,0.09,-0.26,0.97
2025-02-17 12:12:23,0.09,-0.26,0.97
2025-02-17 12:12:23,0.09,-0.26,0.97
2025-02-17 12:12:24,0.09,-0.26,0.97
2025-02-17 12:12:24,0.09,-0.26,0.97
2025-02-17 12:12:24,0.09,-0.26,0.97
2025-02-17 12:12:24,0.09,-0.26,0.97
2025-02-17 12:12:24,0.09,-0.26,0.97
2025-02-17 12:12:24,0.09,-0.26,0.97
2025-02-17 12:12:24,0.09,-0.26,0.97
2025-02-17 12:12:24,0.09,-0.26,0.97
2025-02-17 12:12:25,0.09,-0.26,0.97
2025-02-17 12:12:25,0.09,-0.26,0.97
2025-02-17 12:12:25,0.09,-0.26,0.97
2025-02-17 12:12:25,0.09,-0.26,0.97
2025-02-17 12:12:25,0.09,-0.26,0.97
2025-02-17 12:12:25,0.09,-0.26,0.97
2025-02-17 12:12:25,0.09,-0.26,0.97
2025-02-17 12:12:25,0.09,-0.26,0.97
2025-02-17 12:12:25,0.09,-0.26,0.97
2025-02-17 12:12:25,0.09,-0.26,0.97
2025-02-17 12:12:26,0.09,-0.26,0.97
2025-02-17 12:12:26,0.09,-0.26,0.97
2025-02-17 12:12:26,0.09,-0.26,0.97
2025-02-17 12:12:26,0.09,-0.26,0.97
2025-02-17 12:12:26,0.09,-0.26,0.97
2025-02-17 12:12:26,0.09,-0.26,0.97
2025-02-17 12:12:26,0.09,-0.26,0.97
2025-02-17 12:12:26,0.09,-0.26,0.97
2025-02-17 12:12:26,0.09,-0.26,0.97
2025-02-17 12:12:26,0.09,-0.26,0.97
2025-02-17 12:12:27,0.09,-0.26,0.97
2025-02-17 12:12:27,0.09,-0.26,0.97
2025-02-17 12:12:27,0.09,-0.26,0.97
2025-02-17 12:12:27,0.09,-0.26,0.97
2025-02-17 12:12:27,0.09,-0.26,0.97
2025-02-17 12:12:27,0.09,-0.26,0.97
2025-02-17 12:12:27,0.09,-0.26,0.97
2025-02-17 12:12:27,0.09,-0.26,0.97
2025-02-17 12:12:27,0.09,-0.26,0.97
2025-02-17 12:12:28,0.09,-0.26,0.97
2025-02-17 12:12:28,0.09,-0.26,0.97
2025-02-17 12:12:28,0.09,-0.26,0.97
2025-02-17 12:12:28,0.09,-0.26,0.97
2025-02-17 12:12:28,0.09,-0.26,0.97
2025-02-17 12:12:28,0.09,-0.26,0.97
2025-02-17 12:12:28,0.09,-0.26,0.97
2025-02-17 12:12:28,0.09,-0.26,0.97
2025-02-17 12:12:28,0.09,-0.26,0.97
2025-02-17 12:12:28,0.09,-0.26,0.97
2025-02-17 12:12:29,0.09,-0.26,0.97
2025-02-17 12:12:29,0.09,-0.26,0.97
2025-02-17 12:12:29,0.09,-0.26,0.97
2025-02-17 12:12:29,0.09,-0.26,0.97
2025-02-17 12:12:29,0.09,-0.26,0.97
2025-02-17 12:12:29,0.09,-0.26,0.97
2025-02-17 12:12:29,0.09,-0.26,0.97
2025-02-17 12:12:29,0.09,-0.26,0.97
2025-02-17 12:12:29,0.09,-0.26,0.97
2025-02-17 12:12:29,0.09,-0.26,0.97
2025-02-17 12:12:30,0.09,-0.26,0.97
2025-02-17 12:12:30,0.09,-0.26,0.97
2025-02-17 12:12:30,0.09,-0.26,0.97
2025-02-17 12:12:30,0.09,-0.26,0.97
2025-02-17 12:12:30,0.09,-0.26,0.97
2025-02-17 12:12:30,0.09,-0.26,0.97
2025-02-17 12:12:30,0.09,-0.26,0.97
2025-02-17 12:12:30,0.09,-0.26,0.97
2025-02-17 12:12:30,0.09,-0.26,0.97
2025-02-17 12:12:31,0.09,-0.26,0.97
2025-02-17 12:12:31,0.09,-0.26,0.97
2025-02-17 12:12:31,0.09,-0.26,0.97
2025-02-17 12:12:31,0.09,-0.26,0.97
2025-02-17 12:12:31,0.09,-0.26,0.97
2025-02-17 12:12:31,0.09,-0.26,0.97
2025-02-17 12:12:31,0.09,-0.26,0.97
2025-02-17 12:12:31,0.09,-0.26,0.97
2025-02-17 12:12:31,0.09,-0.26,0.97
2025-02-17 12:12:31,0.09,-0.26,0.97
2025-02-17 12:12:32,0.09,-0.26,0.97
2025-02-17 12:12:32,0.09,-0.26,0.97
2025-02-17 12:12:32,0.09,-0.26,0.97
2025-02-17 12:12:32,0.09,-0.26,0.97
2025-02-17 12:12:32,0.09,-0.26,0.97
2025-02-17 12:12:32,0.09,-0.26,0.97
2025-02-17 12:12:32,0.09,-0.26,0.97
2025-02-17 12:12:32,0.09,-0.26,0.97
2025-02-17 12:12:32,0.09,-0.26,0.97
2025-02-17 12:12:32,0.09,-0.26,0.97
2025-02-17 12:12:33,0.09,-0.26,0.97
2025-02-17 12:12:33,0.09,-0.26,0.97
2025-02-17 12:12:33,0.09,-0.26,0.97
2025-02-17 12:12:33,0.09,-0.26,0.97
2025-02-17 12:12:33,0.09,-0.26,0.97
2025-02-17 12:12:33,0.09,-0.26,0.97
2025-02-17 12:12:33,0.09,-0.26,0.97
2025-02-17 12:12:33,0.09,-0.26,0.97
2025-02-17 12:12:33,0.09,-0.26,0.97
2025-02-17 12:12:33,0.09,-0.26,0.97
2025-02-17 12:12:34,0.09,-0.26,0.97
2025-02-17 12:12:34,0.09,-0.26,0.97
2025-02-17 12:12:34,0.09,-0.26,0.97
2025-02-17 12:12:34,0.09,-0.26,0.97
2025-02-17 12:12:34,0.09,-0.26,0.97
2025-02-17 12:12:34,0.09,-0.26,0.97
2025-02-17 12:12:34,0.09,-0.26,0.97
2025-02-17 12:12:34,0.09,-0.26,0.97
2025-02-17 12:12:34,0.09,-0.26,0.97
2025-02-17 12:12:35,0.09,-0.26,0.97
2025-02-17 12:12:35,0.09,-0.26,0.97
2025-02-17 12:12:35,0.09,-0.26,0.97
2025-02-17 12:12:35,0.09,-0.26,0.97
2025-02-17 12:12:35,0.09,-0.26,0.97
2025-02-17 12:12:35,0.09,-0.26,0.97
2025-02-17 12:12:35,0.09,-0.26,0.97
2025-02-17 12:12:35,0.09,-0.26,0.97
2025-02-17 12:12:35,0.09,-0.26,0.97
2025-02-17 12:12:35,0.09,-0.26,0.97
2025-02-17 12:12:36,0.09,-0.26,0.97
2025-02-17 12:12:36,0.09,-0.26,0.97
2025-02-17 12:12:36,0.09,-0.26,0.97
2025-02-17 12:12:36,0.09,-0.26,0.97
2025-02-17 12:12:36,0.09,-0.26,0.97
2025-02-17 12:12:36,0.09,-0.26,0.97
2025-02-17 12:12:36,0.09,-0.26,0.97
2025-02-17 12:12:36,0.09,-0.26,0.97
2025-02-17 12:12:36,0.09,-0.26,0.97
2025-02-17 12:12:36,0.09,-0.26,0.97
2025-02-17 12:12:37,0.09,-0.26,0.97
2025-02-17 12:12:37,0.09,-0.26,0.97
2025-02-17 12:12:37,0.09,-0.26,0.97
2025-02-17 12:12:37,0.09,-0.26,0.97
2025-02-17 12:12:37,0.09,-0.26,0.97
2025-02-17 12:12:37,0.09,-0.26,0.97
2025-02-17 12:12:37,0.09,-0.26,0.97
2025-02-17 12:12:37,0.09,-0.26,0.97
2025-02-17 12:12:37,0.09,-0.26,0.97
2025-02-17 12:12:38,0.09,-0.26,0.97
2025-02-17 12:12:38,0.09,-0.26,0.97
2025-02-17 12:12:38,0.09,-0.26,0.97
2025-02-17 12:12:38,0.09,-0.26,0.97
2025-02-17 12:12:38,0.09,-0.26,0.97
2025-02-17 12:12:38,0.09,-0.26,0.97
2025-02-17 12:12:38,0.09,-0.26,0.97
2025-02-17 12:12:38,0.09,-0.26,0.97
2025-02-17 12:12:38,0.09,-0.26,0.97
2025-02-17 12:12:38,0.09,-0.26,0.97
2025-02-17 12:12:39,0.09,-0.26,0.97
2025-02-17 12:12:39,0.09,-0.26,0.97
2025-02-17 12:12:39,0.09,-0.26,0.97
2025-02-17 12:12:39,0.09,-0.26,0.97
2025-02-17 12:12:39,0.09,-0.26,0.98
2025-02-17 12:12:39,0.09,-0.26,0.98
2025-02-17 12:12:39,0.09,-0.26,0.98
2025-02-17 12:12:39,0.09,-0.26,0.98
2025-02-17 12:12:39,0.09,-0.26,0.97
2025-02-17 12:12:39,0.09,-0.26,0.97
2025-02-17 12:12:40,0.09,-0.26,0.97
2025-02-17 12:12:40,0.09,-0.26,0.97
2025-02-17 12:12:40,0.09,-0.26,0.97
2025-02-17 12:12:40,0.09,-0.26,0.97
2025-02-17 12:12:40,0.09,-0.26,0.97
2025-02-17 12:12:40,0.09,-0.26,0.97
2025-02-17 12:12:40,0.09,-0.26,0.97
2025-02-17 12:12:40,0.09,-0.26,0.97
2025-02-17 12:12:40,0.09,-0.26,0.97
2025-02-17 12:12:41,0.09,-0.26,0.97
2025-02-17 12:12:41,0.09,-0.26,0.97
2025-02-17 12:12:41,0.09,-0.26,0.97
2025-02-17 12:12:41,0.09,-0.26,0.97
2025-02-17 12:12:41,0.09,-0.26,0.97
2025-02-17 12:12:41,0.09,-0.26,0.97
2025-02-17 12:12:41,0.09,-0.26,0.97
2025-02-17 12:12:41,0.09,-0.26,0.97
2025-02-17 12:12:41,0.09,-0.26,0.98
2025-02-17 12:12:42,0.09,-0.26,0.97
2025-02-17 12:12:42,0.09,-0.26,0.97
2025-02-17 12:12:42,0.09,-0.26,0.97
2025-02-17 12:12:42,0.09,-0.26,0.97
2025-02-17 12:12:42,0.09,-0.26,0.97
2025-02-17 12:12:42,0.09,-0.26,0.97
2025-02-17 12:12:42,0.09,-0.26,0.97
2025-02-17 12:12:42,0.09,-0.26,0.98
2025-02-17 12:12:42,0.09,-0.26,0.97
2025-02-17 12:12:42,0.09,-0.26,0.97
2025-02-17 12:12:43,0.09,-0.26,0.97
2025-02-17 12:12:43,0.09,-0.26,0.97
2025-02-17 12:12:43,0.09,-0.26,0.97
2025-02-17 12:12:43,0.09,-0.26,0.97
2025-02-17 12:12:43,0.09,-0.26,0.97
2025-02-17 12:12:43,0.09,-0.26,0.97
2025-02-17 12:12:43,0.09,-0.26,0.97
2025-02-17 12:12:43,0.09,-0.26,0.97
2025-02-17 12:12:43,0.09,-0.26,0.97
2025-02-17 12:12:43,0.09,-0.26,0.97
2025-02-17 12:12:44,0.09,-0.26,0.97
2025-02-17 12:12:44,0.09,-0.26,0.97
2025-02-17 12:12:44,0.09,-0.26,0.97
2025-02-17 12:12:44,0.09,-0.26,0.97
2025-02-17 12:12:44,0.09,-0.26,0.97
2025-02-17 12:12:44,0.09,-0.26,0.97
2025-02-17 12:12:44,0.09,-0.26,0.97
2025-02-17 12:12:44,0.09,-0.26,0.97
2025-02-17 12:12:44,0.09,-0.26,0.97
2025-02-17 12:12:45,0.09,-0.26,0.97
2025-02-17 12:12:45,0.09,-0.26,0.97
2025-02-17 12:12:45,0.09,-0.26,0.97
2025-02-17 12:12:45,0.09,-0.26,0.97
2025-02-17 12:12:45,0.09,-0.26,0.97
2025-02-17 12:12:45,0.09,-0.26,0.97
2025-02-17 12:12:45,0.09,-0.26,0.97
2025-02-17 12:12:45,0.09,-0.26,0.97
2025-02-17 12:12:45,0.09,-0.26,0.97
2025-02-17 12:12:45,0.09,-0.26,0.97
2025-02-17 12:12:46,0.09,-0.26,0.97
2025-02-17 12:12:46,0.09,-0.26,0.97
2025-02-17 12:12:46,0.09,-0.26,0.97
2025-02-17 12:12:46,0.09,-0.26,0.97
2025-02-17 12:12:46,0.09,-0.26,0.97
2025-02-17 12:12:46,0.09,-0.26,0.97
2025-02-17 12:12:46,0.09,-0.26,0.97
2025-02-17 12:12:46,0.09,-0.26,0.97
2025-02-17 12:12:46,0.09,-0.26,0.97
2025-02-17 12:12:46,0.09,-0.26,0.97
2025-02-17 12:12:47,0.09,-0.26,0.97
2025-02-17 12:12:47,0.09,-0.26,0.97
2025-02-17 12:12:47,0.09,-0.26,0.97
2025-02-17 12:12:47,0.09,-0.26,0.97
2025-02-17 12:12:47,0.09,-0.26,0.97
2025-02-17 12:12:47,0.09,-0.26,0.97
2025-02-17 12:12:47,0.09,-0.26,0.97
2025-02-17 12:12:47,0.09,-0.26,0.97
2025-02-17 12:12:47,0.09,-0.26,0.97
2025-02-17 12:12:48,0.09,-0.26,0.97
2025-02-17 12:12:48,0.09,-0.26,0.97
2025-02-17 12:12:48,0.09,-0.26,0.97
2025-02-17 12:12:48,0.09,-0.26,0.97
2025-02-17 12:12:48,0.09,-0.26,0.97
2025-02-17 12:12:48,0.09,-0.26,0.97
2025-02-17 12:12:48,0.09,-0.26,0.97
2025-02-17 12:12:48,0.09,-0.26,0.97
2025-02-17 12:12:48,0.09,-0.26,0.97
2025-02-17 12:12:48,0.09,-0.26,0.97
2025-02-17 12:12:49,0.09,-0.26,0.97
2025-02-17 12:12:49,0.09,-0.26,0.97
2025-02-17 12:12:49,0.09,-0.26,0.97
2025-02-17 12:12:49,0.09,-0.26,0.97
2025-02-17 12:12:49,0.09,-0.26,0.97
2025-02-17 12:12:49,0.09,-0.26,0.97
2025-02-17 12:12:49,0.09,-0.26,0.97
2025-02-17 12:12:49,0.09,-0.26,0.97
2025-02-17 12:12:49,0.09,-0.26,0.97
2025-02-17 12:12:49,0.09,-0.26,0.97
2025-02-17 12:12:50,0.09,-0.26,0.97
2025-02-17 12:12:50,0.09,-0.26,0.97
2025-02-17 12:12:50,0.09,-0.26,0.97
2025-02-17 12:12:50,0.09,-0.26,0.97
2025-02-17 12:12:50,0.09,-0.26,0.97
2025-02-17 12:12:50,0.09,-0.26,0.97
2025-02-17 12:12:50,0.09,-0.26,0.97
2025-02-17 12:12:50,0.09,-0.26,0.97
2025-02-17 12:12:50,0.09,-0.26,0.97
2025-02-17 12:12:50,0.09,-0.26,0.97
2025-02-17 12:12:51,0.09,-0.26,0.97
2025-02-17 12:12:51,0.09,-0.26,0.97
2025-02-17 12:12:51,0.09,-0.26,0.97
2025-02-17 12:12:51,0.09,-0.26,0.97
2025-02-17 12:12:51,0.09,-0.26,0.97
2025-02-17 12:12:51,0.09,-0.26,0.97
2025-02-17 12:12:51,0.09,-0.26,0.97
2025-02-17 12:12:51,0.09,-0.26,0.97
2025-02-17 12:12:51,0.09,-0.26,0.97
2025-02-17 12:12:52,0.09,-0.26,0.97
2025-02-17 12:12:52,0.09,-0.26,0.97
2025-02-17 12:12:52,0.09,-0.26,0.97
2025-02-17 12:12:52,0.09,-0.26,0.97
2025-02-17 12:12:52,0.09,-0.26,0.97
2025-02-17 12:12:52,0.09,-0.26,0.97
2025-02-17 12:12:52,0.09,-0.26,0.97
2025-02-17 12:12:52,0.09,-0.26,0.97
2025-02-17 12:12:52,0.09,-0.26,0.97
2025-02-17 12:12:52,0.09,-0.26,0.97
2025-02-17 12:12:53,0.09,-0.26,0.97
2025-02-17 12:12:53,0.09,-0.26,0.97
2025-02-17 12:12:53,0.09,-0.26,0.97
2025-02-17 12:12:53,0.09,-0.26,0.97
2025-02-17 12:12:53,0.09,-0.26,0.97
2025-02-17 12:12:53,0.09,-0.26,0.97
2025-02-17 12:12:53,0.09,-0.26,0.97
2025-02-17 12:12:53,0.09,-0.26,0.97
2025-02-17 12:12:53,0.09,-0.26,0.97
2025-02-17 12:12:53,0.09,-0.26,0.97
2025-02-17 12:12:54,0.09,-0.26,0.97
2025-02-17 12:12:54,0.09,-0.26,0.97
2025-02-17 12:12:54,0.09,-0.26,0.97
2025-02-17 12:12:54,0.09,-0.26,0.97
2025-02-17 12:12:54,0.09,-0.26,0.97
2025-02-17 12:12:54,0.09,-0.26,0.97
2025-02-17 12:12:54,0.09,-0.26,0.97
2025-02-17 12:12:54,0.09,-0.26,0.97
2025-02-17 12:12:54,0.09,-0.26,0.97
2025-02-17 12:12:55,0.09,-0.26,0.97
2025-02-17 12:12:55,0.09,-0.26,0.97
2025-02-17 12:12:55,0.09,-0.26,0.97
2025-02-17 12:12:55,0.09,-0.26,0.97
2025-02-17 12:12:55,0.09,-0.26,0.97
2025-02-17 12:12:55,0.09,-0.26,0.97
2025-02-17 12:12:55,0.09,-0.26,0.98
2025-02-17 12:12:55,0.09,-0.26,0.98
2025-02-17 12:12:55,0.09,-0.26,0.98
2025-02-17 12:12:55,0.09,-0.26,0.98
2025-02-17 12:12:56,0.09,-0.26,0.98
2025-02-17 12:12:56,0.09,-0.26,0.97
2025-02-17 12:12:56,0.09,-0.26,0.97
2025-02-17 12:12:56,0.09,-0.26,0.97
2025-02-17 12:12:56,0.09,-0.26,0.97
2025-02-17 12:12:56,0.09,-0.26,0.97
2025-02-17 12:12:56,0.09,-0.26,0.97
2025-02-17 12:12:56,0.09,-0.26,0.97
2025-02-17 12:12:56,0.09,-0.26,0.97
2025-02-17 12:12:56,0.09,-0.26,0.97
2025-02-17 12:12:57,0.09,-0.26,0.97
2025-02-17 12:12:57,0.09,-0.26,0.97
2025-02-17 12:12:57,0.09,-0.26,0.97
2025-02-17 12:12:57,0.09,-0.26,0.97
2025-02-17 12:12:57,0.09,-0.26,0.97
2025-02-17 12:12:57,0.09,-0.26,0.97
2025-02-17 12:12:57,0.09,-0.26,0.97
2025-02-17 12:12:57,0.09,-0.26,0.97
2025-02-17 12:12:57,0.09,-0.26,0.97
2025-02-17 12:12:58,0.09,-0.26,0.97
2025-02-17 12:12:58,0.09,-0.26,0.97
2025-02-17 12:12:58,0.09,-0.26,0.97
2025-02-17 12:12:58,0.09,-0.26,0.97
2025-02-17 12:12:58,0.09,-0.26,0.97
2025-02-17 12:12:58,0.09,-0.26,0.97
2025-02-17 12:12:58,0.09,-0.26,0.97
2025-02-17 12:12:58,0.09,-0.26,0.97
2025-02-17 12:12:58,0.09,-0.26,0.97
2025-02-17 12:12:58,0.09,-0.26,0.97
2025-02-17 12:12:59,0.09,-0.26,0.97
2025-02-17 12:12:59,0.09,-0.26,0.97
2025-02-17 12:12:59,0.09,-0.26,0.97
2025-02-17 12:12:59,0.09,-0.26,0.97
2025-02-17 12:12:59,0.09,-0.26,0.97
2025-02-17 12:12:59,0.09,-0.26,0.97
2025-02-17 12:12:59,0.09,-0.26,0.97
2025-02-17 12:12:59,0.09,-0.26,0.97
2025-02-17 12:12:59,0.09,-0.26,0.97
2025-02-17 12:12:59,0.09,-0.26,0.97
2025-02-17 12:13:00,0.09,-0.26,0.97
2025-02-17 12:13:00,0.09,-0.26,0.97
2025-02-17 12:13:00,0.09,-0.26,0.97
2025-02-17 12:13:00,0.09,-0.26,0.97
2025-02-17 12:13:00,0.09,-0.26,0.97
2025-02-17 12:13:00,0.09,-0.26,0.97
2025-02-17 12:13:00,0.09,-0.26,0.97
2025-02-17 12:13:00,0.09,-0.26,0.97
2025-02-17 12:13:00,0.09,-0.26,0.97
2025-02-17 12:13:01,0.09,-0.26,0.97
2025-02-17 12:13:01,0.09,-0.26,0.97
2025-02-17 12:13:01,0.09,-0.26,0.97
2025-02-17 12:13:01,0.09,-0.26,0.97
2025-02-17 12:13:01,0.09,-0.26,0.97
2025-02-17 12:13:01,0.09,-0.26,0.97
2025-02-17 12:13:01,0.09,-0.26,0.97
2025-02-17 12:13:01,0.09,-0.26,0.97
2025-02-17 12:13:01,0.09,-0.26,0.97
2025-02-17 12:13:01,0.09,-0.26,0.97
2025-02-17 12:13:02,0.09,-0.26,0.97
2025-02-17 12:13:02,0.09,-0.26,0.97
2025-02-17 12:13:02,0.09,-0.26,0.97
2025-02-17 12:13:02,0.09,-0.26,0.98
2025-02-17 12:13:02,0.09,-0.26,0.97
2025-02-17 12:13:02,0.09,-0.26,0.97
2025-02-17 12:13:02,0.09,-0.26,0.97
2025-02-17 12:13:02,0.09,-0.26,0.97
2025-02-17 12:13:02,0.09,-0.26,0.97
2025-02-17 12:13:03,0.09,-0.26,0.97
2025-02-17 12:13:03,0.09,-0.26,0.97
2025-02-17 12:13:03,0.09,-0.26,0.97
2025-02-17 12:13:03,0.09,-0.26,0.97
2025-02-17 12:13:03,0.09,-0.26,0.97
2025-02-17 12:13:03,0.09,-0.26,0.97
2025-02-17 12:13:03,0.09,-0.26,0.98
2025-02-17 12:13:03,0.09,-0.26,0.97
2025-02-17 12:13:03,0.09,-0.26,0.97
2025-02-17 12:13:04,0.09,-0.26,0.97
2025-02-17 12:13:04,0.09,-0.26,0.97
2025-02-17 12:13:04,0.09,-0.26,0.97
2025-02-17 12:13:04,0.09,-0.26,0.97
2025-02-17 12:13:04,0.09,-0.26,0.97
2025-02-17 12:13:04,0.09,-0.26,0.97
2025-02-17 12:13:04,0.09,-0.26,0.97
2025-02-17 12:13:04,0.09,-0.26,0.97
2025-02-17 12:13:04,0.09,-0.26,0.97
2025-02-17 12:13:04,0.09,-0.26,0.97
2025-02-17 12:13:05,0.09,-0.26,0.97
2025-02-17 12:13:05,0.09,-0.26,0.97
2025-02-17 12:13:05,0.09,-0.26,0.97
2025-02-17 12:13:05,0.09,-0.26,0.97
2025-02-17 12:13:05,0.09,-0.26,0.97
2025-02-17 12:13:05,0.09,-0.26,0.97
2025-02-17 12:13:05,0.09,-0.26,0.98
2025-02-17 12:13:05,0.09,-0.26,0.97
2025-02-17 12:13:05,0.09,-0.26,0.97
2025-02-17 12:13:05,0.09,-0.26,0.97
2025-02-17 12:13:06,0.09,-0.26,0.97
2025-02-17 12:13:06,0.09,-0.26,0.97
2025-02-17 12:13:06,0.09,-0.26,0.97
2025-02-17 12:13:06,0.09,-0.26,0.97
2025-02-17 12:13:06,0.09,-0.26,0.97
2025-02-17 12:13:06,0.09,-0.26,0.97
2025-02-17 12:13:06,0.09,-0.26,0.97
2025-02-17 12:13:06,0.09,-0.26,0.97
2025-02-17 12:13:06,0.09,-0.26,0.97
2025-02-17 12:13:07,0.09,-0.26,0.97
2025-02-17 12:13:07,0.09,-0.26,0.97
2025-02-17 12:13:07,0.09,-0.26,0.97
2025-02-17 12:13:07,0.09,-0.26,0.97
2025-02-17 12:13:07,0.09,-0.26,0.97
2025-02-17 12:13:07,0.09,-0.26,0.97
2025-02-17 12:13:07,0.09,-0.26,0.97
2025-02-17 12:13:07,0.09,-0.26,0.97
2025-02-17 12:13:07,0.09,-0.26,0.98
2025-02-17 12:13:07,0.09,-0.26,0.98
2025-02-17 12:13:08,0.09,-0.26,0.97
2025-02-17 12:13:08,0.09,-0.26,0.97
2025-02-17 12:13:08,0.09,-0.26,0.97
2025-02-17 12:13:08,0.09,-0.26,0.97
2025-02-17 12:13:08,0.09,-0.26,0.97
2025-02-17 12:13:08,0.09,-0.26,0.97
2025-02-17 12:13:08,0.09,-0.26,0.97
2025-02-17 12:13:08,0.09,-0.26,0.97
2025-02-17 12:13:08,0.09,-0.26,0.97
2025-02-17 12:13:08,0.09,-0.26,0.97
2025-02-17 12:13:09,0.09,-0.26,0.97
2025-02-17 12:13:09,0.09,-0.26,0.97
2025-02-17 12:13:09,0.09,-0.26,0.97
2025-02-17 12:13:09,0.09,-0.26,0.97
2025-02-17 12:13:09,0.09,-0.26,0.97
2025-02-17 12:13:09,0.09,-0.26,0.98
2025-02-17 12:13:09,0.09,-0.26,0.98
2025-02-17 12:13:09,0.09,-0.26,0.97
2025-02-17 12:13:09,0.09,-0.26,0.97
2025-02-17 12:13:10,0.09,-0.26,0.97
2025-02-17 12:13:10,0.09,-0.26,0.97
2025-02-17 12:13:10,0.09,-0.26,0.97
2025-02-17 12:13:10,0.09,-0.26,0.97
2025-02-17 12:13:10,0.09,-0.26,0.97
2025-02-17 12:13:10,0.09,-0.26,0.97
2025-02-17 12:13:10,0.09,-0.26,0.97
2025-02-17 12:13:10,0.09,-0.26,0.97
2025-02-17 12:13:10,0.09,-0.26,0.97
2025-02-17 12:13:10,0.09,-0.26,0.97
2025-02-17 12:13:11,0.09,-0.26,0.97
2025-02-17 12:13:11,0.09,-0.26,0.98
2025-02-17 12:13:11,0.09,-0.26,0.97
2025-02-17 12:13:11,0.09,-0.26,0.97
2025-02-17 12:13:11,0.09,-0.26,0.97
2025-02-17 12:13:11,0.09,-0.26,0.97
2025-02-17 12:13:11,0.09,-0.26,0.97
2025-02-17 12:13:11,0.09,-0.26,0.97
2025-02-17 12:13:11,0.09,-0.26,0.97
2025-02-17 12:13:11,0.09,-0.26,0.97
2025-02-17 12:13:12,0.09,-0.26,0.97
2025-02-17 12:13:12,0.09,-0.26,0.97
2025-02-17 12:13:12,0.09,-0.26,0.97
2025-02-17 12:13:12,0.09,-0.26,0.98
2025-02-17 12:13:12,0.09,-0.26,0.97
2025-02-17 12:13:12,0.09,-0.26,0.97
2025-02-17 12:13:12,0.09,-0.26,0.97
2025-02-17 12:13:12,0.09,-0.26,0.97
2025-02-17 12:13:12,0.09,-0.26,0.97
2025-02-17 12:13:12,0.09,-0.26,0.97
